sentiment,text
positive,finished filling out my papers so i can re-register back into college. i can't wait to go back. 
positive," but it looks delicious, loren  i would join you, and bring wine."
positive,my friend just sent me an email with naked guys wearing aprons and cooking with bowls and spatulas and shit 
positive,having a nice alcoholic drink to cool me down with all this hot weather 
positive,"sunday dad's bday lunch nice to see all family - all 14 of us, we won't fit around the table soon! baby bella is so cute  was v tired tho"
positive,i hope   and  are doing swimmingly in there exams 
positive," yeah.. i got a lil bored, but getting back into it again! "
positive," better hurry, she mentioned bath time.......you might have to clean up the kitchen instead of enjoying dinner "
positive,orange orange vitamin water is the best. what do you think? 
positive,"just woke up... time to take a shower, have lunch and then go to the cinema! "
positive,watching my big love.... 
positive, i'm going to watch it now 
positive,".....so, i should be back up and running (via the laptop) in about a week!  im currently backing up all my info onto the desktop"
positive,#followfriday  cuz she's full of 'em  
positive,im in need of some fun! 
positive,if you're starting a business there is good information at&gt;  bookmark it and pass it to other business starters.  
positive, i don't have any half. my both parents are filipino so yeah i'm a true filipina. 
positive,wots that song called? on the new sony bravia advert? im luvin  xx
positive, haha i love the auditions new album 
positive, night sweet dreams  xxx
positive,yay is hopefully now going to bgt tour  shit seats but im not bothered tbh hehe
positive," omg r u in peru already? i used to live there before. ur gonna love it, have fun!! "
positive, do you? i think she will go far even though she hasn't won really! 
positive, i like that i want that on my headstone when i die lol  xx
positive, thanks thanks  going to finish!! yay yay yay. can't wait to make my own sim and decorate my house! heheheh
positive, it's now moved to june16! yay! haha. how 'bout csb? you still have classes? 
positive, ahhh....we gotta get at the front then 
positive,aww!! abby thanx!!! u rock! 
positive," youre welcome cloi, actually, crying is not something you have to ashamed of, sometimes cry help to make you feel better "
positive,how do you increase your twitter followers? no automaters required! don't over pitch and post valuable content. simple! 
positive," yeah, just let me know "
positive," haha, lol! u know what? the thing i love about u is u always reply ur fans tweet..  not like the other idol, *sorry*"
positive, just wait and see 
positive,just been to pizza express  yummy!!!
positive,today was awesome boyo's. tomorow bbq hopefully will be a good day 
positive, i heard that you were trouble but i couldn't resist! 
positive,watching mtv award 
positive,home in ldn after seeing grents for the wknd which was v good  - 
positive, did i hear someone say make-up? 
positive,watching entourage season 5 
positive,gece gece dolanä±rken narlä± telefon buldum iyimi... 
positive, yep  i was working my @$! off til morning while u were dreaming of rainbows and flying happy sheeps babe ;p
positive,ugh...sometimes i disgust even myself...sigh..tomorrow's another day...hoping to earn my one day chip 
positive,a campaign should be started to ban mondays 
positive,joseph william michael manix is gay 
positive,blast from le past time  dont bring that ghost round to my door....!
positive, i want something else too 
positive,"voodoo quiz 2nite, if we win, we cud buy 10 bottles of champagne!  (ya have to say it as its spelt, not pronounced, its more fun) "
positive,family party  
positive, yayyyy now u can play 
positive," call me, 949-683-1107. big fan "
positive, of course we'll now have the interim time to play the &quot;what video game is it?&quot; game. i have a hopefull guess 
positive, very specific use case 
positive, i go with 3 
positive,  click mouse! hahaha... i dont work with mice. 
positive, if you say so! 
positive," oh nah, i was talking of watching it on dvd "
positive,"  - hehe, greeeeeny eyes "
positive, love youuuuuuu 
positive,in other news my solo debut ep is being released for free d/load today!    follow  for info.today i am mostly nervous excitement.
positive, yep....i'd say take what you can get........break him in slowly  
positive,&quot;i believe that every human has a finite number of heart-beats. i don't intend to waste any of mine running around doing exercises.&quot; 
positive, i like c# a lot but i dislike asp.net quite a bit. i haven't found a web framework that i can get excited about. maybe tomcat? 
positive, happy 'early' birthday stella! 
positive, - relaxing in zeeland....awesomeness 
positive, haha ooh you got 3 off him haha lucky  ive got two now hah yayay
positive, ñðµñ?ñð½ð¾ ðºð°ð·ð°ð½ð¾ ñð°ðºð° ð¿ñðµð´ñ?ñð°ð²ñ?ð¼ 3ð¼ð° ð´ññð¸ ðºð¾ð¸ñð¾ ñ?ð¸ ð·ð°ñ?ð»ñð¶ð°ð²ð°ñ ñ?ð»ðµð´ðµð½ðµñð¾ 
positive, nothing much.. taking it easy.. just checking up on ya  how's ur day going?
positive, exsqueeze me!!! did u not see him&gt; there is no bad mac ever...he is perfect tired or not!! yes i love him!! 
positive,"michael cera is cute, i think. tj i've been tryin to sleep. i wasnt tryin to get rid of u.  ily!"
positive,just about to meet richard hammond  &lt;3 i effin love the hammond
positive,is considering a couple of titleist spin milled vokey design wedges. oil can finish of cource 
positive,really good point jer. 
positive,now has a plumeria background. 
positive,  hahahaha its worth it though innit!  goood times! its fashionable to be in debt when your a student haha x
positive,just finished my myspace. it looks super good =] off to bed 
positive, i'll just make a note that the person doesn't like information overload... 
positive,ahha feeling refreshed after a cics session..will work on it after 1.5 yrs 
positive, thats great  and you have two beds now lol! 
positive, i can ruin it for ya.   im pregnant. 
positive, i guess so 
positive,"no, i'm not eating that but just thinking about it... i'll have it fur brekkie tomorrow "
positive,"what an awesome weekend, sun, tan, shakespeare land, and diversity winning bgt!! "
positive,yooooooo my fuckingg day comingg uppppppppppp 6 days lefffffffff 
positive, no need math 
positive,comfortable in the car!  drinking squirt from quicktrip
positive,maning the water table! 
positive," hey it's sexy to be unemployed...after all, everyone is &quot;doing it&quot; "
positive,follow  she needs followers! 
positive,notts outlaws destroy our local rivals derbyshire by 8 wkts. graeme swann 90 not out off 47 balls. get in there! 
positive,back from church.... lazy day 
positive, time to call comcast 
positive,didn't expect that! 
positive, sweet ! somebody had too much fun tonight !! i don't drink 
positive,"booked my ticket to tuguegarao, ph today! no 12 hr bus ride pour moi  (may 21-june 5)"
positive, where are you going?  
positive,"hey chloe and kerry! you guys rule,you know that?! ly "
positive," once again, i'm listening to you! "
positive,ewww i feel disgusting ... but twitter makes me happy 
positive,photo: mmmm currently eating  
positive, thanks for the pic!  
positive, yankees fans rock!!!!!!!!   
positive, oh no don't worry tomorrow will be better 
positive,thank god its friday 1 more week then i go on holiday  wooh 
positive, hey taylor. it's been a  long time since i have talked to you. i miss talking to you. so what's up? 
positive,other things in life might suck but a day out with my girl makes me feel like a trillion dollars. 
positive, www.tolicesdoorkut.com e ria um pouco 
positive, it was good to see you tonight dude. we need to hang more often. 
positive, - what's better than a plain white shower curtain? one that's black with pink floral print spiders on it 
positive," lol, my sarcasm detector is malfunctioning. "
positive, good luck on becoming qualified... 
positive,"deleted an ex from my facebook last nite. one simple click: poof, vanished! magic "
positive," make them both relax on the bed then click one of the sims, woohoo will come out "
positive,please help me.... together we can beat cancer    
positive,tonight i need to go bed really early cause tomorrows a long day with the homiesss! 
positive, lol i'm certain at some point today that word will be used!!    nice run this morning!!!
positive,hot damn 
positive, this is exactly what happens when you are done trying to force your way of life on everybody. 
positive,do want   
positive,  pillow and he could pick up a binkie too 
positive, awww  im not sure it worked cause i was mobile and something about my quota limit? i'll get your addy from someone 
positive, that is pretty awesome! it makes me want a smart car now!  (and a cup of tea) 
positive,look what a friend sent me! jealous? you should be   -- how cute!! 
positive, hehe yeah i looked at your page  ain't easy
positive,myt come off ere soon th nyt im sooooo boredd myt jst watch a dvd in bed  xx
positive,"soz i havent been tweeting been super busy, ill be back later cya peeps &lt;3 "
positive, i'm sitting here in calgary hoping you guys are planning to come back to alberta in '09. yes? no? at least gimme a maybe! 
positive,my bedtime is consistently nonexistent!!  i'm not sure i have a bedtime anymore!  
positive, happy birthday!!! xo love amyps don't lie.. you already flash people in the park.. and at any other opportunity you can find 
positive, i'm proud of you! you did it !!!!!!! 
positive, oh haha its quite small area 
positive,we're gettin all that on xbox live?! 
positive,britney spears is following me!!!!! how cool i should improve my twitters 
positive, either way if water is involved the results would be nasty 
positive,absolutely nothing.... lol..  thinking bout life.. how deep... 
positive,mmmmmm rainbow drops and sun.... this is the life 
positive,done no homework since tuesday or whatever :s saturday is my homework day 
positive,so tired.  gonna texts my 2 loves like a freak this weekend telling them i miss them. waha. amazing day. gotta love my friends (: sleep?
positive," sun-cream jm, remember the sun-cream "
positive,finished my homework at caribou with joce. joel's coming over at nine. 
positive,  - niiiiiiiiice!!!!! awww i loves it 
positive,im heading to sleep right now to dream about him&lt;3 he's the best ever &amp;&amp; he already knows it. 
positive, i love you too  mwah!
positive,  not a slacker - just using my time wisely.  
positive,another successful taco tuesday 
positive,drinks and such with molly and smash 
positive, yeah i had to switch the name up for [future] job related purposes 
positive," sorry, i'm only familiar with error 16826, but you're close (couldn't resist the urge for the pun  )"
positive,  here's an update on your twitter troubles  
positive,i'm feeling supercalifragilisticexpialidocious  lol
positive, a little mileage in still before that happens 
positive, to the phillipines or to the new zealand ember days show? how about both? 
positive,new daughtry coming up plus counting crows tix this weekend 
positive, analog tweets are my favorite. 
positive,naaah..never mind we're cool together  hope you understand what i'm meaning haha silly me!
positive,"12:30 of course if dad were awake he would correct you to say he's not asleep, he's just resting his eyelids  "
positive, i think it's because they are ugly and sometimes have a sand-like texture in them. but i like them 
positive," oh, i wasn't referring to just mufe lippies.  i saw your reply to , so i figured i'd show some love for mufe.  "
positive, you're such a sweet daughter-in-law! i hope it goes well today!  
positive,"hello all twitter ppl  i'm back, moahahaha ;)"
positive,watching one of my fav movies sparkle  + go get food later!
positive, i am 102 years old 
positive,im going to san antonio and nashville )) how exciting   nassssshville!!!!!!!! 
positive,i would like to thank the universe for making it all happen  now i sleep gnite
positive," apparently i refuses to go down without a fight, i and her muleheadedness!! jump up and do a jig that'll shake up yer day "
positive,monday? *hands out coffee to everyone* 
positive, haha omg it works now... finally! 
positive, i knew it wasn't aimed at me considering i'm not &quot;that&quot; kind of marketer 
positive,going to bed. as promised 2 videos will be up tommorrow. one at 5. eastern... good night! 
positive,"i don't wanna live, i don't wanna breathe, unless i feel you next to me... i love this song. "
positive, did you just tweet without me pestering you into it? twice?! 
positive, mine is read my mind for a very specific reason that i cannot tell on twitter xd i'll explain another time 
positive," hey! me too! i thought you were already in school...well, maybe we can be study buddies! "
positive, just made my day:  
positive,is having lunch tomorrow with a special friend 
positive, and i can't wait too see and hear it. 
positive, wow awesome pic 
positive,opening night was great  denny's afterwards 
positive,camp in 3 days! so nervous for being a leader but i know god has big plans. 
positive," indeed!   weather and lack of staging or electrical should make for a challenging morning, to say the least."
positive,gonna straighten my hair today. 
positive, hubby getting snack and will be back in a minute.  panic not my queen...i'll make him..erm..ask him to help you find it.  
positive, good luck with everything 
positive,is sitting at the computer topless! lol 
positive, gotcha &amp; will plug away on it 
positive," youï¿½re welcome, good luck in in the frisbee tournament! "
positive,well done diversity - they deserved it so much - congratz 
positive,what an awesome day 
positive,had a very nice day 2day with some gr8 ppl!  lk^&amp;=]
positive,helllerrrr whats good my twiggas? 
positive, haha yeah it took long enough eh 
positive," yeah, why do they even give you that little glass ? .. we always dump it into the big one and chug "
positive,staff communion.  i love it.  not on mondays though.  bah.  
positive, hey girl did you get my twitt? 
positive,lunch with black girl aiden lukas. check out taylorians.com 
positive,"watching fresh prince, then off to bed! goodnight and sweet dreams!!! "
positive, hey mate! hope your day is great 
positive, glad r having a good day. u deserve it after all the hard work uve been doing.  ly xxx
positive,on a road trip adventure in the countryside. @ david austin rose gardens right now 
positive,listening to selena gomez's say now messages.! 
positive, hey! it's alright i understand  i just took a one week break.
positive, the heady aromas of baking bread and fresh coffee are wafting in my direction! yum 
positive,  yeahh me too haha the mine is mariel  i luv it! and the urs too =d  whats ur fav mcr song??
positive,got up way to early for a summer day and now is at work getting paid to work on her homework 
positive, i'll shop with you  i need a shopping buddy.
positive,i have found a pretty dress for the final ball of my brother. it's so sexy.  haha...
positive, hey there sunshine 
positive, sorry... just your average snotty older brother moment 
positive, thanks for the #followfriday mention 
positive, i sure hope so!  
positive,happy birthday to me!  june 7th- such a frickin awesome day 
positive,another day. another task. another test. www.cierraj.com. blessings 
positive, it is now 
positive,hey hey i'm in love with zacfarro 
positive,i love you 
positive,should i let my hair cut shorter? difficult decision. can anybody help me? 
positive,night night world. tomorrow is a brand new day and a brand new opportunity to make make your dreams come true . sweetest dreams 
positive, sorry ...   after i clicked reply i realized that's what you meant. i just washed my hands &amp; i can't do a think with them ... 
positive, thanks kerry! feel i can sleep easy now knowing 
positive, get more followers you joey!!! 
positive, hey! how have u been?  
positive, did you get to catch the yeah yeah yeah's set? lots of good upcoming bands this year. 
positive,   seems to be working. i keep having students return year after year so i must be doing ok. jabs r gentle or self-directed 
positive, ooo..  was there too! nice 
positive,just got done doing my gay science project. now im gonna go take my sleepy time pills and go to bed. night 
positive, i'll bring you some if you tell me what brand 
positive, happy heart hoody dress is suuuuuuuuuppper cute 
positive," my cat, dylan. he's a big dork, loves to cuddle when it's cold-best cat on the planet, in my opinion! "
positive,awesome lightning storm north of town. 
positive, yeah!!!  
positive,"taylor tommorrow, my baby and my family on thursday,,,life couldnt be better "
positive, will try it next 
positive,#mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday  retweet
positive, they were printed but they got left in the box of tricks  #sotr09
positive,"actually, goodnight  *"
positive,trying out twitter for the first time. i just saw it on oprah! very different site. going to to take some getting use to!! 
positive,. well #3hotwords is trending so we're piggybacking off that!! #noundiessunday 
positive,"  hey, i'm trying to put on my best pollyanna.  work with me! "
positive,"getting some subway, then relaxxing all day in the backyard. maybe pool. haay summer "
positive," pahahaha its always the way &amp; booo at no sun but yayayayay at u's comin back  summer pops soon,hope brazils been/is awesome! x"
positive,screw rp. lets get at it irl 
positive," hahaha, what are you still doing up?!  yeah, it's fun for grad nite. i love chaperoning for it."
positive,them are hanging out at my place. chill guys! 
positive,i must have viewed that picture of me and  from saturday morning about a milling times  x
positive, that logo is awesome 
positive,its hella hot outside so i am gonna get in the pool 
positive, ah! now i get it! thank you 
positive, awe i hope you have a great day todayyy and happy mommy's day i lalalalove you 
positive,"i need for two o four months o maybe better for a year: beach, sun and a guitar with my favorite and dreams teacher in music, perfect "
positive,  just got up. had to get up early today bc i work at 3 
positive,i'm going to win $20m tomorrow. let me know what present you want me to buy you. 
positive," shaun, i need to know about the signed sway sway on shortstack.com.au  can istill get it, cos you only put it up on the 5th"
positive, thanks for the postrank recommendation.   let me know if you decide to give it a try and have questions.
positive, ha! okay about å¯µç© thing.  
positive, and am a witch! 
positive,"lemon &amp; olive oil seared tuna .. baklava and cappucino for dessert .. some drinks .. yes, starting this evening just right "
positive,    thanks sweety!
positive, it will b for me as a mac will be all i get next. i know i had 1 for 3 days before   broke it 
positive,going out to buy a costume for the carneval tomorrow. 
positive, hey you. thanks for your message and you were right. the best people were there  hope you're ok at the moment x
positive," sorry for this late response, oh i love the place where i've been. it's soooo nice! you should try it when you visit phil. "
positive,"ridiculously bored, let's chill tonighttt "
positive, kanashi is the new granala bar of the century. everyone will eat like a japenese. oh yes. 
positive,if its over let it go and come tomorrow it will seem sooo yesterday!! yeahh..haha..  
positive,whoa whatta landing- hello sunny san diego 
positive,can't beat a breakfast meeting  in the sunshine 
positive, but i have double ur number of followers  that's why i guess that list set me up there.
positive,"waiting for &quot;my personal genius&quot; at the apple store in zï¿½rich... my mb kissed the floor, still working but new designed case "
positive," well, next time your in town, we will love to see you "
positive," oh, i know. i've had that exam. so many facts and details to remember, but you'll do well  good luck!"
positive,can someone out there dumb down invictis oaths for me. please 
positive," sure is, lost track of how many times we've seen that resudent evil 3, my wife's fav movie "
positive," wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) narn! haha joke "
positive, see our marrage will work on great because we both like throwing socks  
positive," thanks, looking forward to meeting everyone and getting started  #dare09"
positive,diversity won britans got talent!! they were amazing! 
positive,leaving office. nice 
positive, when whybluematters.com is complete it'll be copywritten all that..very fresh work  g nite tty soon nice talkin w/  u
positive, let do this again! you know one day. 
positive,new comer 
positive,  i propose to you roasted red pepper and artichoke dip on warm feta cornbread 
positive,off to work. dropping off my favorite son!!! 
positive,there are air balloons.. there are air guitars.. but i think i'm the only one that air drums constantly 
positive, they're not nearly as scary now 
positive, thanks for following! 
positive, is that really such a bad thing?   i've found it quite good recently.
positive,"for those of you who don't know, this is the largest lake here in hungary quite popular among tourists... sounds like a lot of fun "
positive, good luck with negotiating a good price  it took us some tries before we understood how it worked (my wife and i mean).
positive, oh so your not unsure anymore hehe...hiya laura 
positive,finished making wedding invitations for my old reading teacher's cousin's daughter.  i'm only 14 and i've already got two jobs. 
positive, good night from me. always remember that all us lambs love u &amp; nick much &amp; u r our extended family!     xxxx
positive,timmy is back 
positive,alrighty.... im off now peeps.... have a good one... peace out! 
positive,awesomeness is being able to chat with tarn whilst i work and still getting stuff done! 
positive, that's awesome. we are glad you are having a good time 
positive,is 33 today!  thank you mateo for sleeping in on mommy's birthday 
positive,looking forward to celebrating the one year anniversary of the very first date with the lady.  wookie actually.
positive,at wonderland for the day with   !
positive,finally managed to get my pic back 
positive,going to bed. im exhausted. good night 
positive, i m waiting for the client to wake up so i can give her the meds then shower 
positive, aw haha it's ok! i was wondering where it had got 2 but i thought it was just the post lol! ta pics from last night on facebk 
positive, lol its the capital. sacramento.  although i was born in san francisco.
positive,dam grass might get dry enough later to cut!!! shit !!!! rain rain 
positive,time for a large cup of coffee 
positive, haha  that's awesome. so far they've only posted annemarie and sarah's pre-performance clips...it is so slow today!
positive,we'll get it tomorrow night guys 
positive,join www.djaaries.com it rocks!!!!!!  xoxo
positive,loved the last episode of greek 
positive, hey girrl glad to have you on here xoxo --everyone follow my friend taylor 
positive,"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory "
positive,for those who haven't heard yet...melissa and i got engaged tonight at the dmb concert at fenway park.  
positive,"good day/night! either way, i'm sending out my wishes "
positive,"if you're looking for inspiration:  it's great, i love it "
positive, and it's still tonight. it's only tomorrow after i wake up. 
positive, glad you made it safely!  gotta work on that somethin' new gig!  hmmm.... get back to ya!  
positive,  - you look amazing! i look forward to seeing the last episode... 
positive," my favourite flavour is rum, frankly "
positive,just had a nap... omnomnom... full of energy now! 
positive,just woke up from the most relaxing nap ever 
positive, 4 a movie? jeans for sure! 
positive, reaper's my favorite show! kept me connected to the us when i was at school abroad. some of the most clever humor on tv 
positive,stopping for breakfast  just realized we haven't eaten all day!  
positive,last at college woooo im loving today its all going so well lolz   also cant wait untill thursday its my birthday yey!!! 
positive,"bed now  still havnt figured out what im doing my lazzi's on. think i may have to wing it! later all, wish me luck xx"
positive,home from an eve with monastic......very happy 
positive,  you too.  thanks again for the opportunity.  what was your gunslinging record at the end of the day?  those demigods were nasty 
positive,"sigh, no luck findin info for non rev flying, but i did get my dad's login info! lol. time to join my baby in dreamland "
positive, what x-street? i can go for some cool lemonade 
positive, danku danku.. more than 5 people already commented on this pic 
positive," hmm, or some level. not the first one though. or mgs. oh well, whatever "
positive, saboot hahah 
positive,saw the hangover last night with the cousins. it didn't disappoint despite all the hype. it really is a hilarious movie. 
positive,still raining in s.fl? no more please!!! this weekend to orlando! 
positive,"  hot damn i just totally messed up that last tweet, lol, nevermind me, i blame seeing carmensita's pic "
positive," enjoy your performance and yes, the weather is simply ace "
positive, that was animals...blind w/o glasses can't see w/ them on! 
positive,it's all about the double cheeseburger 
positive, annie lennox was born about 15 miles from here 
positive, no prob - one can't be too careful 
positive,okay goodnight 
positive," tare, deja sunt 10 gata s? o rezolve. deschid ?i eu o licita?ie pt. bin packing problem. oare cï¿½?i o fac &quot;on time and in budget&quot;? "
positive, sometimes i do 
positive,"tokyo drift is a silly film  entertaining car races, but could do with stronger female roles and prettier boys -it's a trifle unbalanced."
positive, you attacked me so i got  to attack you. 
positive, i cant saturday  maybe next saturday?  haha
positive,"how nice that we can get rid so easily of mlms &amp; marketing skams, fronting as &quot;inspired quotes&quot;....unfollow does the trick "
positive,"passed security, without having to remove my shoes for a change. "
positive,watching wizards of waverly place. 
positive," yes, it's like a little pop up thing for firefox. useful "
positive, i want to tag along the next time you go on an abandoned location adventure &lt;/invites self&gt; 
positive,"so, i thought i'd clarify a bit. i'm an online promoter and consultant. i help people to deploy their web presence and drive traffic. "
positive,"gtnrdy &amp; home, then going for a jog? "
positive,well i think i'm gunna go and get back on lata...tweet ya's soon 
positive, i guess you can update your profile.. 
positive,going to chilkoot's  i have never been. i've recieved mixed reviews. i hope they have pizza. yummy pizza.
positive,"finally, my son's bedroom is back to normal, no hole in the wall, all painted, furniture back where it belongs...thanks hubby, good job x "
positive,"norway won, im soooo happy, &quot;i'm in love with a fairytale&quot; and he is craaaaazzyy hot -alexander rybak, i think i'm in love!!  &lt;3"
positive, i think they started to make it during theyr previous marriage... only explanation 
positive,"i think we did amazing! we dont know till later though, i love my outfit today "
positive, thank you ! 
positive," lol i'm sure it will work out, my dad gets tickets for stuff a lot so i can hope if it doesn't go to plan "
positive," ahhhhh i donno, walking around? "
positive," yea, you can read my story on the link i just gave, please check it out. i'm from california. "
positive,lazy day tomorrow. so excited 
positive," - if you got time, check my facebook profile. ada video mas  diwawancara rcti "
positive, really? thanks! 
positive, welcome back theater guy.  
positive, alives.... less highness feeling.... sometimes i hate that feelings.... talking about an exhusband as if he's dead is funny 
positive," aaaaaaaaah! i'm jealous!  enjoy, you deserve a break "
positive,wonderland  love it x)
positive,"middlesbrough music live time! sunshine underground,  and  are the day's plan "
positive," it was down for me for awhile but as you can see, it's back up now "
positive, mark....it's time to change your twitter picture. its really starting to creep me out 
positive, thanks! 
positive, last nite i had sweet chili cream cheese and water crackers....cheese is guud 
positive,yesterday i was tight bout sum duck shit so i didnt give 2 fucks took my liquor to the dome! &amp; partied my ass off 
positive,cold world tickets soon to be mine 
positive, it's funny that you sometimes still write &quot;-a&quot; at your  account. have a fucking happy birthday anyway 
positive," haha, well not really. we went fishing in a pond for bass fish. and i caught one! but it was only like 8 in...still fun. "
positive, so i guess it work extremely well then. no problem at all. just keep on #smiling! that's the best way to thank me. 
positive,"another morning, slept even longer today, yay  soon breakfast at leftys, yay "
positive," - monaco 1987, sat over the water on the finish line, senna 1st  piquet 2nd albereto 3rd and berger 4th - awesome memory "
positive,early dinner with sis. 
positive, hey yo 
positive, we humans think squirrels are just as crazy 
positive," 63 miles ...wow,  so the 8 milers just a warm up run "
positive,i am at my grandparents place 
positive,i am going to be watching &quot;the hoax&quot; i will let you know how it is  #fb
positive, welcome to twitterverse julia. english only!  btw.. is this class fun or what?!
positive,im like extra happy this morning...hehe 
positive, that was awesome!! 
positive,quite delighted that chelsea won! frankie with the winning goal. they've  had a rough season this is good for them 
positive, welcome! hope you enjoy the timewasting 
positive, it seems that adobe believes that every nikon body is actually a d2x. they say that this &quot;is not a bug&quot; in the profiles. 
positive," nah, was thinking of neal stephenson, robert heinlein, just off the top of my head "
positive,thanks for the photo  
positive,i was screaming like a maniac!  but the thing was u couldn't scream on the ride which sucked the fun out of everything so...
positive, wooaah! no wonder cuz you're super gorgeous!  
positive,aaaand i'm up 
positive,back to kenowhere only 3 more days of hs 
positive, oh i see 
positive,"scottish football cup final. motorways around glasgow will be busy, need alternative route. where's my sat-nav? "
positive," i'm my mother-in-laws favorite  therefore lots of stuff is sent home with me. mmm, strawberry jam"
positive,"i love my new apartment in sf. it already feels like home! and i get to see will in the morning, yay! "
positive, thank you. very kind of you to say that! 
positive, you too  it's humpday... and after noon as well! i'm over the hump!! as is anyone in est 
positive, great to hear! my body can use the break from putting on miles for both of us. 
positive,just came from some much needed salon therapy 
positive, isn't it great?!  
positive,lovin' the jb's new song paranoid!! very groovy!! cant wait for your album to come out which is on my b'day!! yay meee!! 
positive," you totally do! it's rad as fuck, it only kicks me off about 9,000 times a day "
positive,just finished studying both tagalog at english ng artikulo nang watchtower for tomorow study. 
positive, also mentioned how not many indians know of ted &amp; tedindia &amp; we youngsters are really the ppl who will spread the word 
positive," no thank you, i'm happy not to have that sort of status on any more airlines (united being the one "
positive,that was my first post with my blackberry. 
positive,will be in the studio in 13 days! 
positive,"new myspace people, add me! www.myspace.com/danjamieengland "
positive," thanks, brat.  btw, spent the evening looking at old slides, found some (more) hysterical baby pics of you. "
positive,"i gots tan lines on my booty  , going to see a movie with sidney"
positive,next week is going to be a looong week. work 16 hour shifts 3 days in a row. i hope it turns out as good as i hope it does though. 
positive,at one of my favorite bars in the world &quot;the pike&quot; in long beach  -neil
positive,watching the dane cook special on comedy central 
positive,mmmmm big ears unite. 
positive,saturday nap is one of the most beautiful things in the world 
positive,your irregularly scheduled blog will be brought to a grinding halt this week by &quot;end of month&quot; internet not letting me upload.. joy? 
positive, awww thanks!  had to pull it together for your event   ms. wattleton....omg!!!  her ensemble was....speechless....loved loved
positive,"sent in my request for radio 1, done loads of revision, the sun's still out and i'm having a barby "
positive," haha what an amazing song  if thats what i think you're quoting. maybe not and im an idoit, great haha."
positive,oops  cnet says microsoft's $80million dodo &quot;bing&quot; is porn-plagued &amp; their fix does not work 
positive,i saw thirst which is korean movie made by chan-wook park . this movie isn't hard but good 
positive, rotown of stalles? 
positive," they say, &quot;the cure for boredom is curiosity. there is no cure for curiosity&quot;. follow me too, beautiful, so we can dm. "
positive,morning! i slept like a little angel last night 
positive,"the 10.000th pattern has been created with repper, 14 days after its release! we never knew there were so many pattern makers out there.. "
positive," oh,  that's fabulous  looks good!"
positive," ricky, you've made it! "
positive,i want to be at the grapevine at 930. im 15 min ahead of schedule so far 
positive,"i can't stay awake any longer, have fun y'all be backk laters!! "
positive," - this is for dinner, eye fillet steak with brocolli and corn.  awesommmeeee"
positive, i heard someone else say that... who are the main stars?  is it comedy?
positive, thank youuu! 
positive,"im calling it a night. i cant wait till tomorrow, the last day of school!!! wooooohoooooooooooo!!!!!!!!  "
positive,'thanks to catherine for casting me when i was completely unemployable' he is the sweetest 
positive,stoked on getting my city and colour tickets. 
positive,. purrrrr... thank you 
positive, i do it all the time... and you're in ny right? i wouldn't worry about it. by the by i love your voice 
positive," thanks  unless viruses spread via phone, i shd be ok.  haven't seen her f-t-f since eurovision. it's school kids who worry me"
positive," i don't know why it makes me so happy that rob + tom are together again, but it does!! "
positive, 168 
positive,just saw the trailer for new moon.... ohhh my holly lord!!!! 
positive, it's on friday! 
positive, he'll just meow at you until you give it up. 
positive,just watched taken!!! ugh i die 
positive,"laughing really hard at new promos   auburn show was incredibly fun, thanks meghan for hooking us up! plusss i lost my phone again? "
positive,i am so proud of coco - she was so good in dog training today 
positive,everyone follow . it's a truly wonderful cause. 
positive,"mall in about 45 minutes, till then charging my ipod and listening to the mars volta "
positive,"d: - whostrina: nooooooooooooooooooï¿½! thats fucked up, ahaaha im sneak a camera and record it  ï¿½we can make... "
positive,more pizza and beer tonight 
positive,do not entertain the thoughts... i am secured... and i am happy...very much... 
positive,random wifi ... lol ipod 
positive, goodnight 
positive,: whaaa! ngbrol apaan sih? enaknyaaa 
positive,just left some club in the city..good times tonight 
positive,in london for the game. everton 
positive,"dance class tonight 6.30pm, come on move your bum "
positive,going home to norway after a great #eahil2009 conference. see you in lisbon 
positive, its 9:40am in london. so 5 hours and 20 minutes left until the show starts. -.- 
positive," of course i wasnt cheating on you, you love me  it wasnt just hot more like boilinggg ! :$ what time we going rc today?"
positive, your welcome 
positive," ...and it's a great one, just as you are, j-mac! i am so psyched for liberty season "
positive,dylan and i are walking to toys r us 
positive,&quot;thank you [lord] for reminding me to see myself the way you see me!&quot; 
positive, thanks for everything! 
positive, thanks son  x
positive,wishes one of my friends would throw me a suprise party for my 18th birthday. hint? 
positive,omg i found movies at wal-mart that i had to buy!!! they are the epitomy of my childhood. 
positive," thank you...smiles back to you, too       "
positive,off to get some work done for a bit.  love the quiet house.  even the dogs are sleeping.    tweet you later.
positive,calm i know time will be on mi side  vm &lt;3
positive,"michael scott, &quot;an office is a place where dreams come true.&quot; "
positive, thats not too bad. say hi to your friend for me 
positive,i finally got my phone back. 
positive,just made pancakes with daddy.  yummy.
positive,b2 on thursday and friday... everyone should go 
positive,plz #save earl its a great show so funny 
positive, it rains all the time in seattle josh!! duh! 
positive,talking to my mom   being bored boutto put the daughter to sleep 
